"Comunidad","Periodo","Residuo","Total","Poblacion","Porcentaje_por_poblacion","PIB_PC"
"Andalucía",2010,"Residuos textiles",659,8370975,0.01,17434
"Andalucía",2010,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",605939,8370975,7.24,17434
"Andalucía",2010,"Residuos domésticos voluminosos mezclados (enseres domésticos)",155836,8370975,1.86,17434
"Andalucía",2010,"Residuos de vidrio",82031,8370975,0.98,17434
"Andalucía",2010,"Envases mixtos y embalajes mezclados",133157,8370975,1.59,17434
"Andalucía",2010,"Residuos animales y vegetales",91419,8370975,1.09,17434
"Andalucía",2010,"Residuos de papel y cartón",136017,8370975,1.62,17434
"Andalucía",2010,"Residuos de pilas y acumuladores",305,8370975,0,17434
"Andalucía",2010,"Residuos de Madera",13528,8370975,0.16,17434
"Andalucía",2010,"Lodos comunes (secos)",18992,8370975,0.23,17434
"Andalucía",2010,"TOTAL RESIDUOS MEZCLADOS",4369010,8370975,52.19,17434
"Andalucía",2010,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",25185,8370975,0.3,17434
"Andalucía",2010,"Residuos domésticos y similares (domésticos y vías públicas)",4213174,8370975,50.33,17434
"Andalucía",2010,"Residuos metálicos",11203,8370975,0.13,17434
"Andalucía",2010,"Residuos de plásticos",28898,8370975,0.35,17434
"Andalucía",2010,"Otros",7729,8370975,0.09,17434
"Andalucía",2010,"Residuos minerales (incluye residuos de construcción y demolición)",56816,8370975,0.68,17434
"Andalucía",2010,"TOTAL RESIDUOS",4974949,8370975,59.43,17434
"Andalucía",2011,"Residuos textiles",2267,8424102,0.03,17167
"Andalucía",2011,"Residuos de plásticos",13063,8424102,0.16,17167
"Andalucía",2011,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",624371,8424102,7.41,17167
"Andalucía",2011,"Residuos minerales (incluye residuos de construcción y demolición)",141142,8424102,1.68,17167
"Andalucía",2011,"Residuos de vidrio",74820,8424102,0.89,17167
"Andalucía",2011,"Otros",724,8424102,0.01,17167
"Andalucía",2011,"TOTAL RESIDUOS MEZCLADOS",3948338,8424102,46.87,17167
"Andalucía",2011,"Residuos domésticos voluminosos mezclados (enseres domésticos)",152281,8424102,1.81,17167
"Andalucía",2011,"Lodos comunes (secos)",12181,8424102,0.14,17167
"Andalucía",2011,"TOTAL RESIDUOS",4572709,8424102,54.28,17167
"Andalucía",2011,"Envases mixtos y embalajes mezclados",136141,8424102,1.62,17167
"Andalucía",2011,"Residuos metálicos",8370,8424102,0.1,17167
"Andalucía",2011,"Residuos de papel y cartón",118200,8424102,1.4,17167
"Andalucía",2011,"Residuos de Madera",9155,8424102,0.11,17167
"Andalucía",2011,"Residuos animales y vegetales",105106,8424102,1.25,17167
"Andalucía",2011,"Residuos domésticos y similares (domésticos y vías públicas)",3796057,8424102,45.06,17167
"Andalucía",2011,"Residuos de pilas y acumuladores",148,8424102,0,17167
"Andalucía",2011,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",3054,8424102,0.04,17167
"Andalucía",2012,"Residuos domésticos voluminosos mezclados (enseres domésticos)",99589,8449985,1.18,16461
"Andalucía",2012,"Lodos comunes (secos)",12325,8449985,0.15,16461
"Andalucía",2012,"Residuos de plásticos",10852,8449985,0.13,16461
"Andalucía",2012,"Residuos metálicos",7185,8449985,0.09,16461
"Andalucía",2012,"Residuos animales y vegetales",94194,8449985,1.11,16461
"Andalucía",2012,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",574851,8449985,6.8,16461
"Andalucía",2012,"Residuos textiles",2259,8449985,0.03,16461
"Andalucía",2012,"TOTAL RESIDUOS MEZCLADOS",4234563,8449985,50.11,16461
"Andalucía",2012,"Residuos de pilas y acumuladores",129,8449985,0,16461
"Andalucía",2012,"Residuos de vidrio",76114,8449985,0.9,16461
"Andalucía",2012,"Envases mixtos y embalajes mezclados",131749,8449985,1.56,16461
"Andalucía",2012,"TOTAL RESIDUOS",4809414,8449985,56.92,16461
"Andalucía",2012,"Residuos de Madera",16997,8449985,0.2,16461
"Andalucía",2012,"Residuos de papel y cartón",111678,8449985,1.32,16461
"Andalucía",2012,"Residuos domésticos y similares (domésticos y vías públicas)",4134974,8449985,48.93,16461
"Andalucía",2012,"Residuos minerales (incluye residuos de construcción y demolición)",102004,8449985,1.21,16461
"Andalucía",2012,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",3014,8449985,0.04,16461
"Andalucía",2012,"Otros",6351,8449985,0.08,16461
"Andalucía",2013,"Residuos domésticos voluminosos mezclados (enseres domésticos)",181998,8440300,2.16,16240
"Andalucía",2013,"Residuos textiles",8134,8440300,0.1,16240
"Andalucía",2013,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",555306,8440300,6.58,16240
"Andalucía",2013,"Residuos de plásticos",809,8440300,0.01,16240
"Andalucía",2013,"Residuos de vidrio",79001,8440300,0.94,16240
"Andalucía",2013,"Residuos animales y vegetales",96069,8440300,1.14,16240
"Andalucía",2013,"Residuos de Madera",12611,8440300,0.15,16240
"Andalucía",2013,"Envases mixtos y embalajes mezclados",77415,8440300,0.92,16240
"Andalucía",2013,"Lodos comunes (secos)",0,8440300,0,16240
"Andalucía",2013,"Residuos de pilas y acumuladores",134,8440300,0,16240
"Andalucía",2013,"Residuos domésticos y similares (domésticos y vías públicas)",3825590,8440300,45.33,16240
"Andalucía",2013,"Residuos de papel y cartón",100864,8440300,1.2,16240
"Andalucía",2013,"Residuos metálicos",5361,8440300,0.06,16240
"Andalucía",2013,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",2366,8440300,0.03,16240
"Andalucía",2013,"Residuos minerales (incluye residuos de construcción y demolición)",121090,8440300,1.43,16240
"Andalucía",2013,"TOTAL RESIDUOS MEZCLADOS",4007588,8440300,47.48,16240
"Andalucía",2013,"Otros",51452,8440300,0.61,16240
"Andalucía",2013,"TOTAL RESIDUOS",4562894,8440300,54.06,16240
"Andalucía",2014,"Residuos domésticos voluminosos mezclados (enseres domésticos)",252293,8402305,3,16436
"Andalucía",2014,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",481568,8402305,5.73,16436
"Andalucía",2014,"Envases mixtos y embalajes mezclados",76354,8402305,0.91,16436
"Andalucía",2014,"Residuos de vidrio",82208,8402305,0.98,16436
"Andalucía",2014,"Residuos de papel y cartón",95866,8402305,1.14,16436
"Andalucía",2014,"Lodos comunes (secos)",0,8402305,0,16436
"Andalucía",2014,"Residuos textiles",2981,8402305,0.04,16436
"Andalucía",2014,"Residuos de Madera",10070,8402305,0.12,16436
"Andalucía",2014,"Residuos minerales (incluye residuos de construcción y demolición)",104686,8402305,1.25,16436
"Andalucía",2014,"Residuos metálicos",4321,8402305,0.05,16436
"Andalucía",2014,"Residuos de plásticos",2361,8402305,0.03,16436
"Andalucía",2014,"Residuos domésticos y similares (domésticos y vías públicas)",3437380,8402305,40.91,16436
"Andalucía",2014,"TOTAL RESIDUOS MEZCLADOS",3689673,8402305,43.91,16436
"Andalucía",2014,"Residuos animales y vegetales",99030,8402305,1.18,16436
"Andalucía",2014,"TOTAL RESIDUOS",4171241,8402305,49.64,16436
"Andalucía",2014,"Residuos de pilas y acumuladores",132,8402305,0,16436
"Andalucía",2014,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",3006,8402305,0.04,16436
"Andalucía",2014,"Otros",553,8402305,0.01,16436
"Andalucía",2015,"Envases mixtos y embalajes mezclados",80176,8399043,0.95,17249
"Andalucía",2015,"Residuos de papel y cartón",100815,8399043,1.2,17249
"Andalucía",2015,"Lodos comunes (secos)",0,8399043,0,17249
"Andalucía",2015,"TOTAL RESIDUOS MEZCLADOS",3734660,8399043,44.47,17249
"Andalucía",2015,"Residuos metálicos",4324,8399043,0.05,17249
"Andalucía",2015,"TOTAL RESIDUOS",4237916,8399043,50.46,17249
"Andalucía",2015,"Residuos animales y vegetales",98345,8399043,1.17,17249
"Andalucía",2015,"Residuos textiles",2945,8399043,0.04,17249
"Andalucía",2015,"Residuos domésticos voluminosos mezclados (enseres domésticos)",255581,8399043,3.04,17249
"Andalucía",2015,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",3657,8399043,0.04,17249
"Andalucía",2015,"Residuos de pilas y acumuladores",161,8399043,0,17249
"Andalucía",2015,"Residuos de plásticos",2363,8399043,0.03,17249
"Andalucía",2015,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",503256,8399043,5.99,17249
"Andalucía",2015,"Otros",554,8399043,0.01,17249
"Andalucía",2015,"Residuos de Madera",10079,8399043,0.12,17249
"Andalucía",2015,"Residuos de vidrio",95057,8399043,1.13,17249
"Andalucía",2015,"Residuos domésticos y similares (domésticos y vías públicas)",3479079,8399043,41.42,17249
"Andalucía",2015,"Residuos minerales (incluye residuos de construcción y demolición)",104780,8399043,1.25,17249
"Andalucía",2016,"Residuos textiles",3301,8388107,0.04,17659
"Andalucía",2016,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",488015,8388107,5.82,17659
"Andalucía",2016,"Residuos domésticos voluminosos mezclados (enseres domésticos)",361986,8388107,4.32,17659
"Andalucía",2016,"Residuos de plásticos",727,8388107,0.01,17659
"Andalucía",2016,"Residuos de vidrio",99622,8388107,1.19,17659
"Andalucía",2016,"Envases mixtos y embalajes mezclados",81932,8388107,0.98,17659
"Andalucía",2016,"Lodos comunes (secos)",0,8388107,0,17659
"Andalucía",2016,"Residuos de Madera",8619,8388107,0.1,17659
"Andalucía",2016,"Residuos minerales (incluye residuos de construcción y demolición)",61285,8388107,0.73,17659
"Andalucía",2016,"Residuos de papel y cartón",101816,8388107,1.21,17659
"Andalucía",2016,"Residuos metálicos",4425,8388107,0.05,17659
"Andalucía",2016,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",4264,8388107,0.05,17659
"Andalucía",2016,"TOTAL RESIDUOS MEZCLADOS",3907576,8388107,46.58,17659
"Andalucía",2016,"Residuos animales y vegetales",89603,8388107,1.07,17659
"Andalucía",2016,"TOTAL RESIDUOS",4395591,8388107,52.4,17659
"Andalucía",2016,"Residuos de pilas y acumuladores",149,8388107,0,17659
"Andalucía",2016,"Otros",32272,8388107,0.38,17659
"Andalucía",2016,"Residuos domésticos y similares (domésticos y vías públicas)",3545590,8388107,42.27,17659
"Andalucía",2017,"Residuos textiles",3392,8379820,0.04,18494
"Andalucía",2017,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",510528,8379820,6.09,18494
"Andalucía",2017,"Residuos domésticos y similares (domésticos y vías públicas)",3493910,8379820,41.69,18494
"Andalucía",2017,"Envases mixtos y embalajes mezclados",85646,8379820,1.02,18494
"Andalucía",2017,"Lodos comunes (secos)",0,8379820,0,18494
"Andalucía",2017,"Residuos de papel y cartón",102877,8379820,1.23,18494
"Andalucía",2017,"Residuos metálicos",4627,8379820,0.06,18494
"Andalucía",2017,"TOTAL RESIDUOS MEZCLADOS",3874869,8379820,46.24,18494
"Andalucía",2017,"Residuos de plásticos",1421,8379820,0.02,18494
"Andalucía",2017,"Residuos de Madera",13969,8379820,0.17,18494
"Andalucía",2017,"Residuos minerales (incluye residuos de construcción y demolición)",110367,8379820,1.32,18494
"Andalucía",2017,"TOTAL RESIDUOS",4385397,8379820,52.33,18494
"Andalucía",2017,"Residuos animales y vegetales",92046,8379820,1.1,18494
"Andalucía",2017,"Residuos domésticos voluminosos mezclados (enseres domésticos)",380959,8379820,4.55,18494
"Andalucía",2017,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",4349,8379820,0.05,18494
"Andalucía",2017,"Residuos de pilas y acumuladores",118,8379820,0,18494
"Andalucía",2017,"Residuos de vidrio",91570,8379820,1.09,18494
"Andalucía",2017,"Otros",146,8379820,0,18494
"Andalucía",2018,"Residuos metálicos",1600,8384408,0.02,19103
"Andalucía",2018,"Residuos textiles",3269,8384408,0.04,19103
"Andalucía",2018,"Envases mixtos y embalajes mezclados",94281,8384408,1.12,19103
"Andalucía",2018,"Residuos domésticos y similares (domésticos y vías públicas)",3755593,8384408,44.79,19103
"Andalucía",2018,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",518113,8384408,6.18,19103
"Andalucía",2018,"Residuos animales y vegetales",92395,8384408,1.1,19103
"Andalucía",2018,"Residuos de plásticos",1677,8384408,0.02,19103
"Andalucía",2018,"TOTAL RESIDUOS MEZCLADOS",3908893,8384408,46.62,19103
"Andalucía",2018,"Lodos comunes (secos)",0,8384408,0,19103
"Andalucía",2018,"Residuos de Madera",12520,8384408,0.15,19103
"Andalucía",2018,"Residuos de papel y cartón",117131,8384408,1.4,19103
"Andalucía",2018,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",5036,8384408,0.06,19103
"Andalucía",2018,"Residuos minerales (incluye residuos de construcción y demolición)",81204,8384408,0.97,19103
"Andalucía",2018,"TOTAL RESIDUOS",4427006,8384408,52.8,19103
"Andalucía",2018,"Residuos de vidrio",108768,8384408,1.3,19103
"Andalucía",2018,"Otros",124,8384408,0,19103
"Andalucía",2018,"Residuos de pilas y acumuladores",108,8384408,0,19103
"Andalucía",2018,"Residuos domésticos voluminosos mezclados (enseres domésticos)",153300,8384408,1.83,19103
"Andalucía",2019,"Residuos domésticos y similares (domésticos y vías públicas)",3571331,8414240,42.44,19522
"Andalucía",2019,"Residuos domésticos voluminosos mezclados (enseres domésticos)",186042,8414240,2.21,19522
"Andalucía",2019,"Residuos de plásticos",520,8414240,0.01,19522
"Andalucía",2019,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",553276,8414240,6.58,19522
"Andalucía",2019,"Residuos metálicos",1235,8414240,0.01,19522
"Andalucía",2019,"TOTAL RESIDUOS MEZCLADOS",3757373,8414240,44.65,19522
"Andalucía",2019,"Residuos de vidrio",109126,8414240,1.3,19522
"Andalucía",2019,"Residuos textiles",3590,8414240,0.04,19522
"Andalucía",2019,"TOTAL RESIDUOS",4310649,8414240,51.23,19522
"Andalucía",2019,"Residuos de Madera",17849,8414240,0.21,19522
"Andalucía",2019,"Residuos animales y vegetales",99242,8414240,1.18,19522
"Andalucía",2019,"Envases mixtos y embalajes mezclados",103371,8414240,1.23,19522
"Andalucía",2019,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",5651,8414240,0.07,19522
"Andalucía",2019,"Otros",139,8414240,0,19522
"Andalucía",2019,"Residuos de papel y cartón",121130,8414240,1.44,19522
"Andalucía",2019,"Residuos minerales (incluye residuos de construcción y demolición)",91308,8414240,1.09,19522
"Andalucía",2019,"Residuos de pilas y acumuladores",115,8414240,0,19522
"Andalucía",2019,"Lodos comunes (secos)",0,8414240,0,19522
"Andalucía",2020,"Residuos domésticos voluminosos mezclados (enseres domésticos)",54894,8464411,0.65,17574
"Andalucía",2020,"Residuos de plásticos",165,8464411,0,17574
"Andalucía",2020,"Residuos de papel y cartón",125021,8464411,1.48,17574
"Andalucía",2020,"Residuos metálicos",1574,8464411,0.02,17574
"Andalucía",2020,"Otros",204,8464411,0,17574
"Andalucía",2020,"Residuos de vidrio",103834,8464411,1.23,17574
"Andalucía",2020,"Residuos domésticos y similares (domésticos y vías públicas)",3792794,8464411,44.81,17574
"Andalucía",2020,"Residuos animales y vegetales",89472,8464411,1.06,17574
"Andalucía",2020,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",597209,8464411,7.06,17574
"Andalucía",2020,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",31704,8464411,0.37,17574
"Andalucía",2020,"TOTAL RESIDUOS MEZCLADOS",3847688,8464411,45.46,17574
"Andalucía",2020,"TOTAL RESIDUOS",4444897,8464411,52.51,17574
"Andalucía",2020,"Lodos comunes (secos)",0,8464411,0,17574
"Andalucía",2020,"Residuos de pilas y acumuladores",608,8464411,0.01,17574
"Andalucía",2020,"Residuos minerales (incluye residuos de construcción y demolición)",109947,8464411,1.3,17574
"Andalucía",2020,"Envases mixtos y embalajes mezclados",113000,8464411,1.34,17574
"Andalucía",2020,"Residuos textiles",6589,8464411,0.08,17574
"Andalucía",2020,"Residuos de Madera",15091,8464411,0.18,17574
"Andalucía",2021,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",28874,8472407,0.34,19318
"Andalucía",2021,"Residuos domésticos voluminosos mezclados (enseres domésticos)",70299,8472407,0.83,19318
"Andalucía",2021,"Residuos animales y vegetales",105117,8472407,1.24,19318
"Andalucía",2021,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",627003,8472407,7.4,19318
"Andalucía",2021,"Otros",1674,8472407,0.02,19318
"Andalucía",2021,"Residuos de Madera",17399,8472407,0.21,19318
"Andalucía",2021,"Residuos metálicos",2513,8472407,0.03,19318
"Andalucía",2021,"Residuos de vidrio",109883,8472407,1.3,19318
"Andalucía",2021,"Residuos de papel y cartón",124183,8472407,1.47,19318
"Andalucía",2021,"TOTAL RESIDUOS",4618566,8472407,54.51,19318
"Andalucía",2021,"Residuos textiles",14358,8472407,0.17,19318
"Andalucía",2021,"Residuos de plásticos",1135,8472407,0.01,19318
"Andalucía",2021,"TOTAL RESIDUOS MEZCLADOS",3991563,8472407,47.11,19318
"Andalucía",2021,"Residuos minerales (incluye residuos de construcción y demolición)",107269,8472407,1.27,19318
"Andalucía",2021,"Lodos comunes (secos)",0,8472407,0,19318
"Andalucía",2021,"Envases mixtos y embalajes mezclados",114008,8472407,1.35,19318
"Andalucía",2021,"Residuos de pilas y acumuladores",590,8472407,0.01,19318
"Andalucía",2021,"Residuos domésticos y similares (domésticos y vías públicas)",3921264,8472407,46.28,19318
"Aragón",2010,"TOTAL RESIDUOS MEZCLADOS",493445,1347095,36.63,25173
"Aragón",2010,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1209,1347095,0.09,25173
"Aragón",2010,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",108794,1347095,8.08,25173
"Aragón",2010,"Envases mixtos y embalajes mezclados",12360,1347095,0.92,25173
"Aragón",2010,"Lodos comunes (secos)",0,1347095,0,25173
"Aragón",2010,"Residuos de Madera",3374,1347095,0.25,25173
"Aragón",2010,"Residuos textiles",20,1347095,0,25173
"Aragón",2010,"TOTAL RESIDUOS",602239,1347095,44.71,25173
"Aragón",2010,"Residuos de plásticos",5668,1347095,0.42,25173
"Aragón",2010,"Residuos de vidrio",23203,1347095,1.72,25173
"Aragón",2010,"Residuos metálicos",1105,1347095,0.08,25173
"Aragón",2010,"Residuos de pilas y acumuladores",68,1347095,0.01,25173
"Aragón",2010,"Residuos animales y vegetales",4952,1347095,0.37,25173
"Aragón",2010,"Residuos de papel y cartón",31964,1347095,2.37,25173
"Aragón",2010,"Residuos minerales (incluye residuos de construcción y demolición)",1547,1347095,0.11,25173
"Aragón",2010,"Residuos domésticos y similares (domésticos y vías públicas)",479442,1347095,35.59,25173
"Aragón",2010,"Residuos domésticos voluminosos mezclados (enseres domésticos)",14003,1347095,1.04,25173
"Aragón",2010,"Otros",23324,1347095,1.73,25173
"Aragón",2011,"Envases mixtos y embalajes mezclados",13781,1346293,1.02,24819
"Aragón",2011,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1382,1346293,0.1,24819
"Aragón",2011,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",116986,1346293,8.69,24819
"Aragón",2011,"TOTAL RESIDUOS",609253,1346293,45.25,24819
"Aragón",2011,"Lodos comunes (secos)",34,1346293,0,24819
"Aragón",2011,"TOTAL RESIDUOS MEZCLADOS",492267,1346293,36.56,24819
"Aragón",2011,"Residuos textiles",142,1346293,0.01,24819
"Aragón",2011,"Residuos de pilas y acumuladores",61,1346293,0,24819
"Aragón",2011,"Residuos de plásticos",1601,1346293,0.12,24819
"Aragón",2011,"Residuos de Madera",10016,1346293,0.74,24819
"Aragón",2011,"Residuos metálicos",1011,1346293,0.08,24819
"Aragón",2011,"Residuos domésticos y similares (domésticos y vías públicas)",487574,1346293,36.22,24819
"Aragón",2011,"Otros",65,1346293,0,24819
"Aragón",2011,"Residuos de vidrio",23203,1346293,1.72,24819
"Aragón",2011,"Residuos de papel y cartón",31964,1346293,2.37,24819
"Aragón",2011,"Residuos minerales (incluye residuos de construcción y demolición)",29211,1346293,2.17,24819
"Aragón",2011,"Residuos animales y vegetales",4515,1346293,0.34,24819
"Aragón",2011,"Residuos domésticos voluminosos mezclados (enseres domésticos)",4693,1346293,0.35,24819
"Aragón",2012,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1321,1349467,0.1,23839
"Aragón",2012,"TOTAL RESIDUOS",577705,1349467,42.81,23839
"Aragón",2012,"TOTAL RESIDUOS MEZCLADOS",464169,1349467,34.4,23839
"Aragón",2012,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",113536,1349467,8.41,23839
"Aragón",2012,"Residuos de pilas y acumuladores",56,1349467,0,23839
"Aragón",2012,"Lodos comunes (secos)",59,1349467,0,23839
"Aragón",2012,"Envases mixtos y embalajes mezclados",14095,1349467,1.04,23839
"Aragón",2012,"Residuos textiles",18,1349467,0,23839
"Aragón",2012,"Residuos domésticos y similares (domésticos y vías públicas)",459778,1349467,34.07,23839
"Aragón",2012,"Residuos de plásticos",1733,1349467,0.13,23839
"Aragón",2012,"Residuos de Madera",10755,1349467,0.8,23839
"Aragón",2012,"Residuos metálicos",977,1349467,0.07,23839
"Aragón",2012,"Otros",64,1349467,0,23839
"Aragón",2012,"Residuos animales y vegetales",4503,1349467,0.33,23839
"Aragón",2012,"Residuos de vidrio",23905,1349467,1.77,23839
"Aragón",2012,"Residuos minerales (incluye residuos de construcción y demolición)",30534,1349467,2.26,23839
"Aragón",2012,"Residuos de papel y cartón",25516,1349467,1.89,23839
"Aragón",2012,"Residuos domésticos voluminosos mezclados (enseres domésticos)",4391,1349467,0.33,23839
"Aragón",2013,"Envases mixtos y embalajes mezclados",13765,1347150,1.02,24062
"Aragón",2013,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1051,1347150,0.08,24062
"Aragón",2013,"TOTAL RESIDUOS MEZCLADOS",451665,1347150,33.53,24062
"Aragón",2013,"Residuos de Madera",880,1347150,0.07,24062
"Aragón",2013,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",96726,1347150,7.18,24062
"Aragón",2013,"TOTAL RESIDUOS",548391,1347150,40.71,24062
"Aragón",2013,"Lodos comunes (secos)",0,1347150,0,24062
"Aragón",2013,"Residuos de vidrio",19478,1347150,1.45,24062
"Aragón",2013,"Residuos textiles",68,1347150,0.01,24062
"Aragón",2013,"Residuos de pilas y acumuladores",10,1347150,0,24062
"Aragón",2013,"Residuos de plásticos",0,1347150,0,24062
"Aragón",2013,"Residuos minerales (incluye residuos de construcción y demolición)",29556,1347150,2.19,24062
"Aragón",2013,"Residuos metálicos",362,1347150,0.03,24062
"Aragón",2013,"Residuos animales y vegetales",4978,1347150,0.37,24062
"Aragón",2013,"Residuos de papel y cartón",26566,1347150,1.97,24062
"Aragón",2013,"Residuos domésticos y similares (domésticos y vías públicas)",440763,1347150,32.72,24062
"Aragón",2013,"Otros",12,1347150,0,24062
"Aragón",2013,"Residuos domésticos voluminosos mezclados (enseres domésticos)",10902,1347150,0.81,24062
"Aragón",2014,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",856,1325385,0.06,24333
"Aragón",2014,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",92990,1325385,7.02,24333
"Aragón",2014,"TOTAL RESIDUOS",545091,1325385,41.13,24333
"Aragón",2014,"TOTAL RESIDUOS MEZCLADOS",452101,1325385,34.11,24333
"Aragón",2014,"Envases mixtos y embalajes mezclados",14560,1325385,1.1,24333
"Aragón",2014,"Residuos textiles",592,1325385,0.04,24333
"Aragón",2014,"Residuos de pilas y acumuladores",4,1325385,0,24333
"Aragón",2014,"Lodos comunes (secos)",0,1325385,0,24333
"Aragón",2014,"Residuos de Madera",682,1325385,0.05,24333
"Aragón",2014,"Residuos domésticos voluminosos mezclados (enseres domésticos)",8027,1325385,0.61,24333
"Aragón",2014,"Residuos minerales (incluye residuos de construcción y demolición)",32734,1325385,2.47,24333
"Aragón",2014,"Residuos de plásticos",13,1325385,0,24333
"Aragón",2014,"Residuos metálicos",348,1325385,0.03,24333
"Aragón",2014,"Residuos de vidrio",16668,1325385,1.26,24333
"Aragón",2014,"Residuos de papel y cartón",22514,1325385,1.7,24333
"Aragón",2014,"Otros",23,1325385,0,24333
"Aragón",2014,"Residuos animales y vegetales",3996,1325385,0.3,24333
"Aragón",2014,"Residuos domésticos y similares (domésticos y vías públicas)",444074,1325385,33.51,24333
"Aragón",2015,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1035,1317847,0.08,24889
"Aragón",2015,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",107822,1317847,8.18,24889
"Aragón",2015,"Envases mixtos y embalajes mezclados",16343,1317847,1.24,24889
"Aragón",2015,"Residuos metálicos",346,1317847,0.03,24889
"Aragón",2015,"TOTAL RESIDUOS",565548,1317847,42.91,24889
"Aragón",2015,"Residuos de Madera",679,1317847,0.05,24889
"Aragón",2015,"Residuos de papel y cartón",22445,1317847,1.7,24889
"Aragón",2015,"Residuos de plásticos",13,1317847,0,24889
"Aragón",2015,"TOTAL RESIDUOS MEZCLADOS",457726,1317847,34.73,24889
"Aragón",2015,"Residuos minerales (incluye residuos de construcción y demolición)",32571,1317847,2.47,24889
"Aragón",2015,"Residuos textiles",591,1317847,0.04,24889
"Aragón",2015,"Residuos animales y vegetales",16095,1317847,1.22,24889
"Aragón",2015,"Lodos comunes (secos)",0,1317847,0,24889
"Aragón",2015,"Residuos domésticos voluminosos mezclados (enseres domésticos)",8087,1317847,0.61,24889
"Aragón",2015,"Otros",23,1317847,0,24889
"Aragón",2015,"Residuos de pilas y acumuladores",5,1317847,0,24889
"Aragón",2015,"Residuos de vidrio",17676,1317847,1.34,24889
"Aragón",2015,"Residuos domésticos y similares (domésticos y vías públicas)",449639,1317847,34.12,24889
"Aragón",2016,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",796,1308563,0.06,25981
"Aragón",2016,"TOTAL RESIDUOS MEZCLADOS",458616,1308563,35.05,25981
"Aragón",2016,"Residuos domésticos voluminosos mezclados (enseres domésticos)",3907,1308563,0.3,25981
"Aragón",2016,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",70424,1308563,5.38,25981
"Aragón",2016,"TOTAL RESIDUOS",529040,1308563,40.43,25981
"Aragón",2016,"Residuos metálicos",327,1308563,0.02,25981
"Aragón",2016,"Envases mixtos y embalajes mezclados",15838,1308563,1.21,25981
"Aragón",2016,"Residuos domésticos y similares (domésticos y vías públicas)",454709,1308563,34.75,25981
"Aragón",2016,"Residuos minerales (incluye residuos de construcción y demolición)",1852,1308563,0.14,25981
"Aragón",2016,"Residuos de plásticos",43,1308563,0,25981
"Aragón",2016,"Residuos de papel y cartón",25012,1308563,1.91,25981
"Aragón",2016,"Residuos de vidrio",17778,1308563,1.36,25981
"Aragón",2016,"Lodos comunes (secos)",0,1308563,0,25981
"Aragón",2016,"Residuos textiles",11,1308563,0,25981
"Aragón",2016,"Residuos de Madera",1230,1308563,0.09,25981
"Aragón",2016,"Otros",0,1308563,0,25981
"Aragón",2016,"Residuos animales y vegetales",7480,1308563,0.57,25981
"Aragón",2016,"Residuos de pilas y acumuladores",57,1308563,0,25981
"Aragón",2017,"Residuos de papel y cartón",26725,1308750,2.04,27088
"Aragón",2017,"Residuos domésticos y similares (domésticos y vías públicas)",470023,1308750,35.91,27088
"Aragón",2017,"Residuos de vidrio",18197,1308750,1.39,27088
"Aragón",2017,"Residuos domésticos voluminosos mezclados (enseres domésticos)",3391,1308750,0.26,27088
