"Comunidad","Periodo","Residuo","Total","Poblacion","Porcentaje_por_poblacion","PIB_PC"
"Castilla-La Mancha",2014,"Residuos de pilas y acumuladores",219,2078611,0.01,17119
"Castilla-La Mancha",2014,"Residuos domésticos voluminosos mezclados (enseres domésticos)",38474,2078611,1.85,17119
"Castilla-La Mancha",2014,"Residuos metálicos",358,2078611,0.02,17119
"Castilla-La Mancha",2014,"Residuos domésticos y similares (domésticos y vías públicas)",770997,2078611,37.09,17119
"Castilla-La Mancha",2014,"Lodos comunes (secos)",0,2078611,0,17119
"Castilla-La Mancha",2015,"Residuos minerales (incluye residuos de construcción y demolición)",4709,2059191,0.23,18081
"Castilla-La Mancha",2015,"Residuos animales y vegetales",0,2059191,0,18081
"Castilla-La Mancha",2015,"Residuos de plásticos",307,2059191,0.01,18081
"Castilla-La Mancha",2015,"Residuos de papel y cartón",24356,2059191,1.18,18081
"Castilla-La Mancha",2015,"Otros",738,2059191,0.04,18081
"Castilla-La Mancha",2015,"Envases mixtos y embalajes mezclados",18582,2059191,0.9,18081
"Castilla-La Mancha",2015,"TOTAL RESIDUOS MEZCLADOS",862862,2059191,41.9,18081
"Castilla-La Mancha",2015,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",75897,2059191,3.69,18081
"Castilla-La Mancha",2015,"Residuos de Madera",1387,2059191,0.07,18081
"Castilla-La Mancha",2015,"Residuos textiles",813,2059191,0.04,18081
"Castilla-La Mancha",2015,"Residuos de pilas y acumuladores",264,2059191,0.01,18081
"Castilla-La Mancha",2015,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",3757,2059191,0.18,18081
"Castilla-La Mancha",2015,"Residuos de vidrio",20630,2059191,1,18081
"Castilla-La Mancha",2015,"Residuos metálicos",354,2059191,0.02,18081
"Castilla-La Mancha",2015,"Residuos domésticos y similares (domésticos y vías públicas)",822222,2059191,39.93,18081
"Castilla-La Mancha",2015,"Residuos domésticos voluminosos mezclados (enseres domésticos)",40640,2059191,1.97,18081
"Castilla-La Mancha",2015,"TOTAL RESIDUOS",938759,2059191,45.59,18081
"Castilla-La Mancha",2015,"Lodos comunes (secos)",0,2059191,0,18081
"Castilla-La Mancha",2016,"Residuos de plásticos",9947,2041631,0.49,18752
"Castilla-La Mancha",2016,"Residuos de papel y cartón",26665,2041631,1.31,18752
"Castilla-La Mancha",2016,"TOTAL RESIDUOS MEZCLADOS",881455,2041631,43.17,18752
"Castilla-La Mancha",2016,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",89445,2041631,4.38,18752
"Castilla-La Mancha",2016,"Residuos minerales (incluye residuos de construcción y demolición)",3439,2041631,0.17,18752
"Castilla-La Mancha",2016,"Residuos animales y vegetales",1331,2041631,0.07,18752
"Castilla-La Mancha",2016,"Residuos de pilas y acumuladores",87,2041631,0,18752
"Castilla-La Mancha",2016,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1887,2041631,0.09,18752
"Castilla-La Mancha",2016,"Otros",28,2041631,0,18752
"Castilla-La Mancha",2016,"Envases mixtos y embalajes mezclados",18780,2041631,0.92,18752
"Castilla-La Mancha",2016,"Residuos domésticos y similares (domésticos y vías públicas)",794580,2041631,38.92,18752
"Castilla-La Mancha",2016,"Residuos domésticos voluminosos mezclados (enseres domésticos)",86875,2041631,4.26,18752
"Castilla-La Mancha",2016,"Residuos de Madera",4535,2041631,0.22,18752
"Castilla-La Mancha",2016,"Residuos textiles",1901,2041631,0.09,18752
"Castilla-La Mancha",2016,"Residuos metálicos",290,2041631,0.01,18752
"Castilla-La Mancha",2016,"TOTAL RESIDUOS",970900,2041631,47.56,18752
"Castilla-La Mancha",2016,"Lodos comunes (secos)",0,2041631,0,18752
"Castilla-La Mancha",2016,"Residuos de vidrio",20555,2041631,1.01,18752
"Castilla-La Mancha",2017,"Residuos minerales (incluye residuos de construcción y demolición)",4874,2031479,0.24,19624
"Castilla-La Mancha",2017,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",105504,2031479,5.19,19624
"Castilla-La Mancha",2017,"Residuos animales y vegetales",3131,2031479,0.15,19624
"Castilla-La Mancha",2017,"Residuos de papel y cartón",31374,2031479,1.54,19624
"Castilla-La Mancha",2017,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",4856,2031479,0.24,19624
"Castilla-La Mancha",2017,"Otros",26,2031479,0,19624
"Castilla-La Mancha",2017,"Residuos de plásticos",11519,2031479,0.57,19624
"Castilla-La Mancha",2017,"TOTAL RESIDUOS MEZCLADOS",832566,2031479,40.98,19624
"Castilla-La Mancha",2017,"Residuos domésticos voluminosos mezclados (enseres domésticos)",29996,2031479,1.48,19624
"Castilla-La Mancha",2017,"Residuos de Madera",6475,2031479,0.32,19624
"Castilla-La Mancha",2017,"Envases mixtos y embalajes mezclados",19696,2031479,0.97,19624
"Castilla-La Mancha",2017,"Residuos de pilas y acumuladores",51,2031479,0,19624
"Castilla-La Mancha",2017,"Lodos comunes (secos)",0,2031479,0,19624
"Castilla-La Mancha",2017,"Residuos de vidrio",21371,2031479,1.05,19624
"Castilla-La Mancha",2017,"Residuos textiles",1732,2031479,0.09,19624
"Castilla-La Mancha",2017,"Residuos domésticos y similares (domésticos y vías públicas)",802570,2031479,39.51,19624
"Castilla-La Mancha",2017,"Residuos metálicos",399,2031479,0.02,19624
"Castilla-La Mancha",2017,"TOTAL RESIDUOS",938070,2031479,46.18,19624
"Castilla-La Mancha",2018,"Residuos animales y vegetales",3967,2026807,0.2,20431
"Castilla-La Mancha",2018,"Residuos de papel y cartón",28067,2026807,1.38,20431
"Castilla-La Mancha",2018,"Otros",27,2026807,0,20431
"Castilla-La Mancha",2018,"Residuos de plásticos",12199,2026807,0.6,20431
"Castilla-La Mancha",2018,"TOTAL RESIDUOS MEZCLADOS",859531,2026807,42.41,20431
"Castilla-La Mancha",2018,"Residuos minerales (incluye residuos de construcción y demolición)",8013,2026807,0.4,20431
"Castilla-La Mancha",2018,"Residuos de Madera",5579,2026807,0.28,20431
"Castilla-La Mancha",2018,"Envases mixtos y embalajes mezclados",22352,2026807,1.1,20431
"Castilla-La Mancha",2018,"Residuos de pilas y acumuladores",86,2026807,0,20431
"Castilla-La Mancha",2018,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",107747,2026807,5.32,20431
"Castilla-La Mancha",2018,"TOTAL RESIDUOS",967278,2026807,47.72,20431
"Castilla-La Mancha",2018,"Residuos textiles",2972,2026807,0.15,20431
"Castilla-La Mancha",2018,"Residuos domésticos voluminosos mezclados (enseres domésticos)",9959,2026807,0.49,20431
"Castilla-La Mancha",2018,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",2604,2026807,0.13,20431
"Castilla-La Mancha",2018,"Lodos comunes (secos)",0,2026807,0,20431
"Castilla-La Mancha",2018,"Residuos domésticos y similares (domésticos y vías públicas)",849572,2026807,41.92,20431
"Castilla-La Mancha",2018,"Residuos metálicos",531,2026807,0.03,20431
"Castilla-La Mancha",2018,"Residuos de vidrio",21350,2026807,1.05,20431
"Castilla-La Mancha",2019,"Residuos de plásticos",13410,2032863,0.66,20797
"Castilla-La Mancha",2019,"TOTAL RESIDUOS MEZCLADOS",825208,2032863,40.59,20797
"Castilla-La Mancha",2019,"Residuos de papel y cartón",30088,2032863,1.48,20797
"Castilla-La Mancha",2019,"Residuos animales y vegetales",2985,2032863,0.15,20797
"Castilla-La Mancha",2019,"Residuos domésticos y similares (domésticos y vías públicas)",816939,2032863,40.19,20797
"Castilla-La Mancha",2019,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",116867,2032863,5.75,20797
"Castilla-La Mancha",2019,"Residuos minerales (incluye residuos de construcción y demolición)",13717,2032863,0.67,20797
"Castilla-La Mancha",2019,"Envases mixtos y embalajes mezclados",24938,2032863,1.23,20797
"Castilla-La Mancha",2019,"Residuos de pilas y acumuladores",57,2032863,0,20797
"Castilla-La Mancha",2019,"Residuos domésticos voluminosos mezclados (enseres domésticos)",8269,2032863,0.41,20797
"Castilla-La Mancha",2019,"Otros",37,2032863,0,20797
"Castilla-La Mancha",2019,"Residuos metálicos",927,2032863,0.05,20797
"Castilla-La Mancha",2019,"Lodos comunes (secos)",0,2032863,0,20797
"Castilla-La Mancha",2019,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",2258,2032863,0.11,20797
"Castilla-La Mancha",2019,"Residuos de Madera",2854,2032863,0.14,20797
"Castilla-La Mancha",2019,"Residuos textiles",501,2032863,0.02,20797
"Castilla-La Mancha",2019,"Residuos de vidrio",25095,2032863,1.23,20797
"Castilla-La Mancha",2019,"TOTAL RESIDUOS",942075,2032863,46.34,20797
"Castilla-La Mancha",2020,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",88485,2045221,4.33,19232
"Castilla-La Mancha",2020,"Residuos de plásticos",225,2045221,0.01,19232
"Castilla-La Mancha",2020,"Residuos de vidrio",15746,2045221,0.77,19232
"Castilla-La Mancha",2020,"Residuos minerales (incluye residuos de construcción y demolición)",9598,2045221,0.47,19232
"Castilla-La Mancha",2020,"Residuos animales y vegetales",1940,2045221,0.09,19232
"Castilla-La Mancha",2020,"TOTAL RESIDUOS MEZCLADOS",819391,2045221,40.06,19232
"Castilla-La Mancha",2020,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1670,2045221,0.08,19232
"Castilla-La Mancha",2020,"Residuos metálicos",870,2045221,0.04,19232
"Castilla-La Mancha",2020,"Residuos domésticos y similares (domésticos y vías públicas)",818154,2045221,40,19232
"Castilla-La Mancha",2020,"Residuos de pilas y acumuladores",68,2045221,0,19232
"Castilla-La Mancha",2020,"Lodos comunes (secos)",0,2045221,0,19232
"Castilla-La Mancha",2020,"Otros",16,2045221,0,19232
"Castilla-La Mancha",2020,"Residuos domésticos voluminosos mezclados (enseres domésticos)",1237,2045221,0.06,19232
"Castilla-La Mancha",2020,"TOTAL RESIDUOS",907876,2045221,44.39,19232
"Castilla-La Mancha",2020,"Residuos de Madera",5670,2045221,0.28,19232
"Castilla-La Mancha",2020,"Envases mixtos y embalajes mezclados",28848,2045221,1.41,19232
"Castilla-La Mancha",2020,"Residuos de papel y cartón",23625,2045221,1.16,19232
"Castilla-La Mancha",2020,"Residuos textiles",209,2045221,0.01,19232
"Castilla-La Mancha",2021,"Residuos domésticos y similares (domésticos y vías públicas)",773922,2049562,37.76,20879
"Castilla-La Mancha",2021,"Residuos animales y vegetales",4469,2049562,0.22,20879
"Castilla-La Mancha",2021,"Residuos domésticos voluminosos mezclados (enseres domésticos)",10228,2049562,0.5,20879
"Castilla-La Mancha",2021,"Residuos metálicos",1087,2049562,0.05,20879
"Castilla-La Mancha",2021,"Residuos minerales (incluye residuos de construcción y demolición)",17996,2049562,0.88,20879
"Castilla-La Mancha",2021,"TOTAL RESIDUOS MEZCLADOS",784150,2049562,38.26,20879
"Castilla-La Mancha",2021,"Residuos de plásticos",8059,2049562,0.39,20879
"Castilla-La Mancha",2021,"Residuos de vidrio",23205,2049562,1.13,20879
"Castilla-La Mancha",2021,"Residuos de Madera",6853,2049562,0.33,20879
"Castilla-La Mancha",2021,"Residuos de papel y cartón",29141,2049562,1.42,20879
"Castilla-La Mancha",2021,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",123434,2049562,6.02,20879
"Castilla-La Mancha",2021,"Otros",11,2049562,0,20879
"Castilla-La Mancha",2021,"Envases mixtos y embalajes mezclados",29029,2049562,1.42,20879
"Castilla-La Mancha",2021,"Residuos de pilas y acumuladores",63,2049562,0,20879
"Castilla-La Mancha",2021,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",3065,2049562,0.15,20879
"Castilla-La Mancha",2021,"Residuos textiles",456,2049562,0.02,20879
"Castilla-La Mancha",2021,"TOTAL RESIDUOS",907584,2049562,44.28,20879
"Castilla-La Mancha",2021,"Lodos comunes (secos)",0,2049562,0,20879
"Castilla y León",2010,"Residuos domésticos y similares (domésticos y vías públicas)",887984,2559515,34.69,21596
"Castilla y León",2010,"Residuos domésticos voluminosos mezclados (enseres domésticos)",33977,2559515,1.33,21596
"Castilla y León",2010,"Residuos animales y vegetales",8652,2559515,0.34,21596
"Castilla y León",2010,"Residuos de vidrio",42714,2559515,1.67,21596
"Castilla y León",2010,"Residuos metálicos",1108,2559515,0.04,21596
"Castilla y León",2010,"Residuos minerales (incluye residuos de construcción y demolición)",108792,2559515,4.25,21596
"Castilla y León",2010,"Residuos de Madera",2052,2559515,0.08,21596
"Castilla y León",2010,"Residuos textiles",56,2559515,0,21596
"Castilla y León",2010,"Residuos de plásticos",7868,2559515,0.31,21596
"Castilla y León",2010,"TOTAL RESIDUOS MEZCLADOS",921961,2559515,36.02,21596
"Castilla y León",2010,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",260253,2559515,10.17,21596
"Castilla y León",2010,"Otros",1789,2559515,0.07,21596
"Castilla y León",2010,"Envases mixtos y embalajes mezclados",19894,2559515,0.78,21596
"Castilla y León",2010,"Residuos de papel y cartón",56725,2559515,2.22,21596
"Castilla y León",2010,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",4161,2559515,0.16,21596
"Castilla y León",2010,"TOTAL RESIDUOS",1182214,2559515,46.19,21596
"Castilla y León",2010,"Lodos comunes (secos)",6098,2559515,0.24,21596
"Castilla y León",2010,"Residuos de pilas y acumuladores",344,2559515,0.01,21596
"Castilla y León",2011,"Residuos de papel y cartón",55753,2558463,2.18,21475
"Castilla y León",2011,"Residuos metálicos",1378,2558463,0.05,21475
"Castilla y León",2011,"Residuos de pilas y acumuladores",173,2558463,0.01,21475
"Castilla y León",2011,"Residuos domésticos voluminosos mezclados (enseres domésticos)",23539,2558463,0.92,21475
"Castilla y León",2011,"Residuos animales y vegetales",4296,2558463,0.17,21475
"Castilla y León",2011,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1334,2558463,0.05,21475
"Castilla y León",2011,"Residuos domésticos y similares (domésticos y vías públicas)",973608,2558463,38.05,21475
"Castilla y León",2011,"Residuos de Madera",297,2558463,0.01,21475
"Castilla y León",2011,"Residuos de vidrio",41676,2558463,1.63,21475
"Castilla y León",2011,"TOTAL RESIDUOS MEZCLADOS",997147,2558463,38.97,21475
"Castilla y León",2011,"Residuos minerales (incluye residuos de construcción y demolición)",113127,2558463,4.42,21475
"Castilla y León",2011,"Residuos de plásticos",7349,2558463,0.29,21475
"Castilla y León",2011,"Envases mixtos y embalajes mezclados",20985,2558463,0.82,21475
"Castilla y León",2011,"Lodos comunes (secos)",4757,2558463,0.19,21475
"Castilla y León",2011,"Residuos textiles",78,2558463,0,21475
"Castilla y León",2011,"Otros",587,2558463,0.02,21475
"Castilla y León",2011,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",251790,2558463,9.84,21475
"Castilla y León",2011,"TOTAL RESIDUOS",1248937,2558463,48.82,21475
"Castilla y León",2012,"Envases mixtos y embalajes mezclados",20915,2546078,0.82,20920
"Castilla y León",2012,"Residuos de Madera",764,2546078,0.03,20920
"Castilla y León",2012,"Lodos comunes (secos)",5314,2546078,0.21,20920
"Castilla y León",2012,"Residuos textiles",34,2546078,0,20920
"Castilla y León",2012,"Residuos de papel y cartón",49338,2546078,1.94,20920
"Castilla y León",2012,"Residuos de pilas y acumuladores",151,2546078,0.01,20920
"Castilla y León",2012,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1565,2546078,0.06,20920
"Castilla y León",2012,"Residuos domésticos y similares (domésticos y vías públicas)",923318,2546078,36.26,20920
"Castilla y León",2012,"Residuos de plásticos",8357,2546078,0.33,20920
"Castilla y León",2012,"Residuos metálicos",372,2546078,0.01,20920
"Castilla y León",2012,"TOTAL RESIDUOS MEZCLADOS",935962,2546078,36.76,20920
"Castilla y León",2012,"Residuos minerales (incluye residuos de construcción y demolición)",64644,2546078,2.54,20920
"Castilla y León",2012,"Residuos domésticos voluminosos mezclados (enseres domésticos)",12644,2546078,0.5,20920
"Castilla y León",2012,"Residuos de vidrio",40774,2546078,1.6,20920
"Castilla y León",2012,"TOTAL RESIDUOS",1135173,2546078,44.59,20920
"Castilla y León",2012,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",199211,2546078,7.82,20920
"Castilla y León",2012,"Residuos animales y vegetales",6701,2546078,0.26,20920
"Castilla y León",2012,"Otros",282,2546078,0.01,20920
"Castilla y León",2013,"Envases mixtos y embalajes mezclados",18008,2519875,0.71,20569
"Castilla y León",2013,"Residuos de plásticos",175,2519875,0.01,20569
"Castilla y León",2013,"Residuos animales y vegetales",6993,2519875,0.28,20569
"Castilla y León",2013,"Residuos de papel y cartón",45036,2519875,1.79,20569
"Castilla y León",2013,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",918,2519875,0.04,20569
"Castilla y León",2013,"Residuos domésticos voluminosos mezclados (enseres domésticos)",14062,2519875,0.56,20569
"Castilla y León",2013,"Residuos de Madera",891,2519875,0.04,20569
"Castilla y León",2013,"Residuos textiles",466,2519875,0.02,20569
"Castilla y León",2013,"Otros",44822,2519875,1.78,20569
"Castilla y León",2013,"Residuos de pilas y acumuladores",218,2519875,0.01,20569
"Castilla y León",2013,"TOTAL RESIDUOS MEZCLADOS",852844,2519875,33.84,20569
"Castilla y León",2013,"Residuos minerales (incluye residuos de construcción y demolición)",7912,2519875,0.31,20569
"Castilla y León",2013,"Residuos domésticos y similares (domésticos y vías públicas)",838782,2519875,33.29,20569
"Castilla y León",2013,"Lodos comunes (secos)",0,2519875,0,20569
"Castilla y León",2013,"Residuos metálicos",314,2519875,0.01,20569
"Castilla y León",2013,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",166033,2519875,6.59,20569
"Castilla y León",2013,"Residuos de vidrio",40280,2519875,1.6,20569
"Castilla y León",2013,"TOTAL RESIDUOS",1018877,2519875,40.43,20569
"Castilla y León",2014,"TOTAL RESIDUOS",1065473,2494790,42.71,20760
"Castilla y León",2014,"TOTAL RESIDUOS MEZCLADOS",929457,2494790,37.26,20760
"Castilla y León",2014,"Residuos de papel y cartón",43432,2494790,1.74,20760
"Castilla y León",2014,"Residuos minerales (incluye residuos de construcción y demolición)",11102,2494790,0.45,20760
"Castilla y León",2014,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",7910,2494790,0.32,20760
"Castilla y León",2014,"Residuos de plásticos",325,2494790,0.01,20760
"Castilla y León",2014,"Residuos de Madera",1629,2494790,0.07,20760
"Castilla y León",2014,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",136016,2494790,5.45,20760
"Castilla y León",2014,"Otros",1991,2494790,0.08,20760
"Castilla y León",2014,"Envases mixtos y embalajes mezclados",20882,2494790,0.84,20760
"Castilla y León",2014,"Residuos metálicos",1005,2494790,0.04,20760
"Castilla y León",2014,"Residuos textiles",504,2494790,0.02,20760
"Castilla y León",2014,"Residuos domésticos y similares (domésticos y vías públicas)",916318,2494790,36.73,20760
"Castilla y León",2014,"Residuos animales y vegetales",6197,2494790,0.25,20760
"Castilla y León",2014,"Residuos de vidrio",40857,2494790,1.64,20760
"Castilla y León",2014,"Residuos domésticos voluminosos mezclados (enseres domésticos)",13139,2494790,0.53,20760
"Castilla y León",2014,"Lodos comunes (secos)",0,2494790,0,20760
"Castilla y León",2014,"Residuos de pilas y acumuladores",182,2494790,0.01,20760
"Castilla y León",2015,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",9521,2472052,0.39,21617
"Castilla y León",2015,"TOTAL RESIDUOS MEZCLADOS",931233,2472052,37.67,21617
"Castilla y León",2015,"TOTAL RESIDUOS",1067544,2472052,43.18,21617
"Castilla y León",2015,"Envases mixtos y embalajes mezclados",21066,2472052,0.85,21617
"Castilla y León",2015,"Residuos de plásticos",322,2472052,0.01,21617
"Castilla y León",2015,"Residuos animales y vegetales",4808,2472052,0.19,21617
"Castilla y León",2015,"Residuos de Madera",1613,2472052,0.07,21617
"Castilla y León",2015,"Residuos minerales (incluye residuos de construcción y demolición)",10996,2472052,0.44,21617
"Castilla y León",2015,"Residuos de papel y cartón",43442,2472052,1.76,21617
"Castilla y León",2015,"Residuos domésticos voluminosos mezclados (enseres domésticos)",13041,2472052,0.53,21617
"Castilla y León",2015,"Residuos metálicos",996,2472052,0.04,21617
"Castilla y León",2015,"Residuos textiles",530,2472052,0.02,21617
"Castilla y León",2015,"Otros",1972,2472052,0.08,21617
"Castilla y León",2015,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",136311,2472052,5.51,21617
"Castilla y León",2015,"Residuos de pilas y acumuladores",219,2472052,0.01,21617
"Castilla y León",2015,"Residuos de vidrio",40826,2472052,1.65,21617
"Castilla y León",2015,"Residuos domésticos y similares (domésticos y vías públicas)",918192,2472052,37.14,21617
"Castilla y León",2015,"Lodos comunes (secos)",0,2472052,0,21617
"Castilla y León",2016,"Otros",1,2447519,0,22407
"Castilla y León",2016,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",7065,2447519,0.29,22407
"Castilla y León",2016,"Envases mixtos y embalajes mezclados",22562,2447519,0.92,22407
"Castilla y León",2016,"Residuos de plásticos",858,2447519,0.04,22407
"Castilla y León",2016,"Residuos domésticos y similares (domésticos y vías públicas)",906336,2447519,37.03,22407
"Castilla y León",2016,"Residuos animales y vegetales",5235,2447519,0.21,22407
"Castilla y León",2016,"TOTAL RESIDUOS",1064948,2447519,43.51,22407
"Castilla y León",2016,"Residuos de papel y cartón",44676,2447519,1.83,22407
"Castilla y León",2016,"Residuos de vidrio",44175,2447519,1.8,22407
"Castilla y León",2016,"Residuos domésticos voluminosos mezclados (enseres domésticos)",11829,2447519,0.48,22407
"Castilla y León",2016,"Residuos de Madera",1263,2447519,0.05,22407
"Castilla y León",2016,"Residuos minerales (incluye residuos de construcción y demolición)",18309,2447519,0.75,22407
"Castilla y León",2016,"Lodos comunes (secos)",0,2447519,0,22407
"Castilla y León",2016,"TOTAL RESIDUOS MEZCLADOS",918165,2447519,37.51,22407
"Castilla y León",2016,"Residuos metálicos",926,2447519,0.04,22407
"Castilla y León",2016,"Residuos textiles",1371,2447519,0.06,22407
"Castilla y León",2016,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",146783,2447519,6,22407
"Castilla y León",2016,"Residuos de pilas y acumuladores",342,2447519,0.01,22407
"Castilla y León",2017,"Residuos de plásticos",447,2425801,0.02,23133
"Castilla y León",2017,"Envases mixtos y embalajes mezclados",23634,2425801,0.97,23133
"Castilla y León",2017,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",2854,2425801,0.12,23133
"Castilla y León",2017,"TOTAL RESIDUOS",1075445,2425801,44.33,23133
"Castilla y León",2017,"Residuos de papel y cartón",45179,2425801,1.86,23133
"Castilla y León",2017,"Residuos animales y vegetales",4204,2425801,0.17,23133
"Castilla y León",2017,"Residuos de Madera",3014,2425801,0.12,23133
"Castilla y León",2017,"Residuos minerales (incluye residuos de construcción y demolición)",17755,2425801,0.73,23133
"Castilla y León",2017,"Otros",455,2425801,0.02,23133
"Castilla y León",2017,"Residuos domésticos voluminosos mezclados (enseres domésticos)",28717,2425801,1.18,23133
"Castilla y León",2017,"Residuos metálicos",596,2425801,0.02,23133
"Castilla y León",2017,"Residuos textiles",1573,2425801,0.06,23133
"Castilla y León",2017,"Residuos domésticos y similares (domésticos y vías públicas)",898486,2425801,37.04,23133
"Castilla y León",2017,"Residuos de vidrio",48353,2425801,1.99,23133
"Castilla y León",2017,"TOTAL RESIDUOS MEZCLADOS",927203,2425801,38.22,23133
"Castilla y León",2017,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",148242,2425801,6.11,23133
"Castilla y León",2017,"Residuos de pilas y acumuladores",178,2425801,0.01,23133
"Castilla y León",2017,"Lodos comunes (secos)",0,2425801,0,23133
"Castilla y León",2018,"Residuos de papel y cartón",43700,2409164,1.81,24289
"Castilla y León",2018,"Residuos minerales (incluye residuos de construcción y demolición)",14229,2409164,0.59,24289
"Castilla y León",2018,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",4897,2409164,0.2,24289
"Castilla y León",2018,"TOTAL RESIDUOS",1085564,2409164,45.06,24289
"Castilla y León",2018,"Residuos textiles",2547,2409164,0.11,24289
"Castilla y León",2018,"Otros",371,2409164,0.02,24289
"Castilla y León",2018,"Residuos de plásticos",940,2409164,0.04,24289
"Castilla y León",2018,"Residuos de Madera",2941,2409164,0.12,24289
"Castilla y León",2018,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",153017,2409164,6.35,24289
"Castilla y León",2018,"Residuos domésticos y similares (domésticos y vías públicas)",915396,2409164,38,24289
"Castilla y León",2018,"Envases mixtos y embalajes mezclados",26313,2409164,1.09,24289
"Castilla y León",2018,"Residuos metálicos",816,2409164,0.03,24289
"Castilla y León",2018,"Residuos de pilas y acumuladores",234,2409164,0.01,24289
"Castilla y León",2018,"Residuos animales y vegetales",6472,2409164,0.27,24289
"Castilla y León",2018,"TOTAL RESIDUOS MEZCLADOS",932547,2409164,38.71,24289
"Castilla y León",2018,"Lodos comunes (secos)",0,2409164,0,24289
"Castilla y León",2018,"Residuos domésticos voluminosos mezclados (enseres domésticos)",17151,2409164,0.71,24289
"Castilla y León",2018,"Residuos de vidrio",49557,2409164,2.06,24289
"Castilla y León",2019,"Residuos de plásticos",788,2399548,0.03,24888
"Castilla y León",2019,"Residuos de papel y cartón",48289,2399548,2.01,24888
"Castilla y León",2019,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",4682,2399548,0.2,24888
"Castilla y León",2019,"Envases mixtos y embalajes mezclados",28824,2399548,1.2,24888
"Castilla y León",2019,"TOTAL RESIDUOS",1088488,2399548,45.36,24888
"Castilla y León",2019,"Residuos minerales (incluye residuos de construcción y demolición)",15471,2399548,0.64,24888
"Castilla y León",2019,"Otros",282,2399548,0.01,24888
"Castilla y León",2019,"Residuos animales y vegetales",4877,2399548,0.2,24888
"Castilla y León",2019,"Residuos de Madera",3291,2399548,0.14,24888
"Castilla y León",2019,"Residuos textiles",4327,2399548,0.18,24888
"Castilla y León",2019,"Residuos domésticos y similares (domésticos y vías públicas)",899205,2399548,37.47,24888
"Castilla y León",2019,"Residuos domésticos voluminosos mezclados (enseres domésticos)",26465,2399548,1.1,24888
"Castilla y León",2019,"Residuos metálicos",890,2399548,0.04,24888
"Castilla y León",2019,"Residuos de pilas y acumuladores",218,2399548,0.01,24888
"Castilla y León",2019,"Residuos de vidrio",50879,2399548,2.12,24888
"Castilla y León",2019,"TOTAL RESIDUOS MEZCLADOS",925670,2399548,38.58,24888
"Castilla y León",2019,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",162818,2399548,6.79,24888
"Castilla y León",2019,"Lodos comunes (secos)",0,2399548,0,24888
"Castilla y León",2020,"Residuos de plásticos",723,2394918,0.03,22952
"Castilla y León",2020,"Envases mixtos y embalajes mezclados",31832,2394918,1.33,22952
"Castilla y León",2020,"Residuos minerales (incluye residuos de construcción y demolición)",16845,2394918,0.7,22952
"Castilla y León",2020,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",4876,2394918,0.2,22952
"Castilla y León",2020,"Residuos animales y vegetales",17132,2394918,0.72,22952
"Castilla y León",2020,"Residuos de papel y cartón",48280,2394918,2.02,22952
"Castilla y León",2020,"Residuos textiles",1656,2394918,0.07,22952
"Castilla y León",2020,"Otros",226,2394918,0.01,22952
"Castilla y León",2020,"Residuos domésticos voluminosos mezclados (enseres domésticos)",7523,2394918,0.31,22952
"Castilla y León",2020,"TOTAL RESIDUOS",1061743,2394918,44.33,22952
"Castilla y León",2020,"TOTAL RESIDUOS MEZCLADOS",890062,2394918,37.16,22952
"Castilla y León",2020,"Residuos domésticos y similares (domésticos y vías públicas)",882539,2394918,36.85,22952
