MEDIDAS#es,MEDIDAS_CODE,TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla y León,ES41,2005,2005,19544.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla y León,ES41,2005,2005,48617553.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad de Madrid,ES30,2005,2005,5912.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad de Madrid,ES30,2005,2005,4.5145472546,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad de Madrid,ES30,2005,2005,28036.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad de Madrid,ES30,2005,2005,165760054.0,,,
Población a 1 de julio,POB_1_JULIO,Aragón,ES24,2005,2005,1263.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Aragón,ES24,2005,2005,3.2530088189,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Aragón,ES24,2005,2005,22680.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Aragón,ES24,2005,2005,28663286.0,,,
Población a 1 de julio,POB_1_JULIO,La Rioja,ES23,2005,2005,300.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,La Rioja,ES23,2005,2005,3.8037338051,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,La Rioja,ES23,2005,2005,22793.0,,,
Importe a precios de mercado,GDP_PRODUCTION,La Rioja,ES23,2005,2005,6851360.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Foral de Navarra,ES22,2005,2005,587.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Foral de Navarra,ES22,2005,2005,3.29795357,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Foral de Navarra,ES22,2005,2005,26394.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Foral de Navarra,ES22,2005,2005,15517494.0,,,
Población a 1 de julio,POB_1_JULIO,País Vasco,ES21,2005,2005,2121.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,País Vasco,ES21,2005,2005,3.5125358805,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,País Vasco,ES21,2005,2005,26245.0,,,
Importe a precios de mercado,GDP_PRODUCTION,País Vasco,ES21,2005,2005,55666720.0,,,
Población a 1 de julio,POB_1_JULIO,Cantabria,ES13,2005,2005,558.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cantabria,ES13,2005,2005,3.2890021896,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cantabria,ES13,2005,2005,19963.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cantabria,ES13,2005,2005,11138852.0,,,
Población a 1 de julio,POB_1_JULIO,Principado de Asturias,ES12,2005,2005,1062.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Principado de Asturias,ES12,2005,2005,3.2687774916,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Principado de Asturias,ES12,2005,2005,18675.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Principado de Asturias,ES12,2005,2005,19843031.0,,,
Población a 1 de julio,POB_1_JULIO,Galicia,ES11,2005,2005,2724.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Galicia,ES11,2005,2005,3.6184296341,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Galicia,ES11,2005,2005,17639.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Galicia,ES11,2005,2005,48048435.0,,,
Población a 1 de julio,POB_1_JULIO,España,ES,2005,2005,43662.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,España,ES,2005,2005,3.6520419763,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,España,ES,2005,2005,21239.0,,,
Importe a precios de mercado,GDP_PRODUCTION,España,ES,2005,2005,927357000.0,,,
Población a 1 de julio,POB_1_JULIO,Resto de España,ES_O,2006,2006,,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Resto de España,ES_O,2006,2006,,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Resto de España,ES_O,2006,2006,,,,
Importe a precios de mercado,GDP_PRODUCTION,Resto de España,ES_O,2006,2006,868613.0,,,
Población a 1 de julio,POB_1_JULIO,Canarias,ES70,2006,2006,1921.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Canarias,ES70,2006,2006,2.6998652418,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Canarias,ES70,2006,2006,20323.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Canarias,ES70,2006,2006,39058508.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Melilla,ES64,2006,2006,67.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Melilla,ES64,2006,2006,-1.7381667251,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Melilla,ES64,2006,2006,18985.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Melilla,ES64,2006,2006,1289507.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Ceuta,ES63,2006,2006,73.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Ceuta,ES63,2006,2006,-1.711090119,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Ceuta,ES63,2006,2006,19372.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Ceuta,ES63,2006,2006,1419795.0,,,
Población a 1 de julio,POB_1_JULIO,Región de Murcia,ES62,2006,2006,1367.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Región de Murcia,ES62,2006,2006,4.2034766307,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Región de Murcia,ES62,2006,2006,18966.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Región de Murcia,ES62,2006,2006,25934032.0,,,
Población a 1 de julio,POB_1_JULIO,Andalucía,ES61,2006,2006,7923.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Andalucía,ES61,2006,2006,4.0086920575,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Andalucía,ES61,2006,2006,17483.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Andalucía,ES61,2006,2006,138535591.0,,,
Población a 1 de julio,POB_1_JULIO,Illes Balears / Islas Baleares,ES53,2006,2006,987.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Illes Balears / Islas Baleares,ES53,2006,2006,3.4515625773,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Illes Balears / Islas Baleares,ES53,2006,2006,25010.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Illes Balears / Islas Baleares,ES53,2006,2006,24689753.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Valenciana,ES52,2006,2006,4736.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Valenciana,ES52,2006,2006,4.1202787967,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Valenciana,ES52,2006,2006,20654.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Valenciana,ES52,2006,2006,97829436.0,,,
Población a 1 de julio,POB_1_JULIO,Cataluña,ES51,2006,2006,7076.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cataluña,ES51,2006,2006,4.1288431515,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cataluña,ES51,2006,2006,26708.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cataluña,ES51,2006,2006,189001189.0,,,
Población a 1 de julio,POB_1_JULIO,Extremadura,ES43,2006,2006,1077.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Extremadura,ES43,2006,2006,3.7228460587,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Extremadura,ES43,2006,2006,15128.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Extremadura,ES43,2006,2006,16306857.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla - La Mancha,ES42,2006,2006,1941.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla - La Mancha,ES42,2006,2006,5.2700569728,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla - La Mancha,ES42,2006,2006,18132.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla - La Mancha,ES42,2006,2006,35198870.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla y León,ES41,2006,2006,2502.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla y León,ES41,2006,2006,2.9464934198,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla y León,ES41,2006,2006,20721.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla y León,ES41,2006,2006,51856568.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad de Madrid,ES30,2006,2006,6003.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad de Madrid,ES30,2006,2006,4.816077099,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad de Madrid,ES30,2006,2006,30124.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad de Madrid,ES30,2006,2006,180859334.0,,,
Población a 1 de julio,POB_1_JULIO,Aragón,ES24,2006,2006,1283.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Aragón,ES24,2006,2006,4.0761551205,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Aragón,ES24,2006,2006,24239.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Aragón,ES24,2006,2006,31098276.0,,,
Población a 1 de julio,POB_1_JULIO,La Rioja,ES23,2006,2006,304.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,La Rioja,ES23,2006,2006,4.3383795334,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,La Rioja,ES23,2006,2006,24307.0,,,
Importe a precios de mercado,GDP_PRODUCTION,La Rioja,ES23,2006,2006,7410569.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Foral de Navarra,ES22,2006,2006,596.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Foral de Navarra,ES22,2006,2006,4.0572208373,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Foral de Navarra,ES22,2006,2006,27925.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Foral de Navarra,ES22,2006,2006,16661235.0,,,
Población a 1 de julio,POB_1_JULIO,País Vasco,ES21,2006,2006,2134.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,País Vasco,ES21,2006,2006,3.7882939753,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,País Vasco,ES21,2006,2006,28225.0,,,
Importe a precios de mercado,GDP_PRODUCTION,País Vasco,ES21,2006,2006,60233698.0,,,
Población a 1 de julio,POB_1_JULIO,Cantabria,ES13,2006,2006,564.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cantabria,ES13,2006,2006,3.0750835005,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cantabria,ES13,2006,2006,21163.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cantabria,ES13,2006,2006,11939798.0,,,
Población a 1 de julio,POB_1_JULIO,Principado de Asturias,ES12,2006,2006,1063.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Principado de Asturias,ES12,2006,2006,4.1047761302,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Principado de Asturias,ES12,2006,2006,20269.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Principado de Asturias,ES12,2006,2006,21562413.0,,,
Población a 1 de julio,POB_1_JULIO,Galicia,ES11,2006,2006,2733.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Galicia,ES11,2006,2006,4.4007218966,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Galicia,ES11,2006,2006,19049.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Galicia,ES11,2006,2006,52068958.0,,,
Población a 1 de julio,POB_1_JULIO,España,ES,2006,2006,44360.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,España,ES,2006,2006,4.1027349769,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,España,ES,2006,2006,22629.0,,,
Importe a precios de mercado,GDP_PRODUCTION,España,ES,2006,2006,1003823000.0,,,
Población a 1 de julio,POB_1_JULIO,Resto de España,ES_O,2007,2007,,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Resto de España,ES_O,2007,2007,,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Resto de España,ES_O,2007,2007,,,,
Importe a precios de mercado,GDP_PRODUCTION,Resto de España,ES_O,2007,2007,890498.0,,,
Población a 1 de julio,POB_1_JULIO,Canarias,ES70,2007,2007,1968.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Canarias,ES70,2007,2007,2.8317927556,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Canarias,ES70,2007,2007,21050.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Canarias,ES70,2007,2007,41425115.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Melilla,ES64,2007,2007,70.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Melilla,ES64,2007,2007,-2.4175905986,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Melilla,ES64,2007,2007,19325.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Melilla,ES64,2007,2007,1354257.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Ceuta,ES63,2007,2007,74.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Ceuta,ES63,2007,2007,-0.6712940953,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Ceuta,ES63,2007,2007,20283.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Ceuta,ES63,2007,2007,1512357.0,,,
Población a 1 de julio,POB_1_JULIO,Región de Murcia,ES62,2007,2007,1404.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Región de Murcia,ES62,2007,2007,4.1343089266,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Región de Murcia,ES62,2007,2007,19920.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Región de Murcia,ES62,2007,2007,27985381.0,,,
Población a 1 de julio,POB_1_JULIO,Andalucía,ES61,2007,2007,8052.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Andalucía,ES61,2007,2007,3.495661992,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Andalucía,ES61,2007,2007,18382.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Andalucía,ES61,2007,2007,148025809.0,,,
Población a 1 de julio,POB_1_JULIO,Illes Balears / Islas Baleares,ES53,2007,2007,1025.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Illes Balears / Islas Baleares,ES53,2007,2007,3.6674890996,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Illes Balears / Islas Baleares,ES53,2007,2007,25811.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Illes Balears / Islas Baleares,ES53,2007,2007,26461916.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Valenciana,ES52,2007,2007,4867.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Valenciana,ES52,2007,2007,3.2656162916,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Valenciana,ES52,2007,2007,21462.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Valenciana,ES52,2007,2007,104471495.0,,,
Población a 1 de julio,POB_1_JULIO,Cataluña,ES51,2007,2007,7232.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cataluña,ES51,2007,2007,3.5598500917,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cataluña,ES51,2007,2007,27983.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cataluña,ES51,2007,2007,202380332.0,,,
Población a 1 de julio,POB_1_JULIO,Extremadura,ES43,2007,2007,1085.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Extremadura,ES43,2007,2007,3.8565616906,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Extremadura,ES43,2007,2007,16177.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Extremadura,ES43,2007,2007,17564197.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla - La Mancha,ES42,2007,2007,2003.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla - La Mancha,ES42,2007,2007,5.6183763854,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla - La Mancha,ES42,2007,2007,19154.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla - La Mancha,ES42,2007,2007,38370244.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla y León,ES41,2007,2007,2528.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla y León,ES41,2007,2007,3.0451051061,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla y León,ES41,2007,2007,21938.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla y León,ES41,2007,2007,55466217.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad de Madrid,ES30,2007,2007,6152.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad de Madrid,ES30,2007,2007,3.8203629568,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad de Madrid,ES30,2007,2007,31490.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad de Madrid,ES30,2007,2007,193749322.0,,,
Población a 1 de julio,POB_1_JULIO,Aragón,ES24,2007,2007,1309.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Aragón,ES24,2007,2007,4.2533225958,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Aragón,ES24,2007,2007,25855.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Aragón,ES24,2007,2007,33853480.0,,,
Población a 1 de julio,POB_1_JULIO,La Rioja,ES23,2007,2007,312.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,La Rioja,ES23,2007,2007,4.1345138275,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,La Rioja,ES23,2007,2007,25438.0,,,
Importe a precios de mercado,GDP_PRODUCTION,La Rioja,ES23,2007,2007,7946155.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Foral de Navarra,ES22,2007,2007,609.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Foral de Navarra,ES22,2007,2007,3.4438743587,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Foral de Navarra,ES22,2007,2007,29136.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Foral de Navarra,ES22,2007,2007,17766300.0,,,
Población a 1 de julio,POB_1_JULIO,País Vasco,ES21,2007,2007,2151.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,País Vasco,ES21,2007,2007,3.1527866677,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,País Vasco,ES21,2007,2007,29883.0,,,
Importe a precios de mercado,GDP_PRODUCTION,País Vasco,ES21,2007,2007,64281602.0,,,
Población a 1 de julio,POB_1_JULIO,Cantabria,ES13,2007,2007,572.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cantabria,ES13,2007,2007,3.1690904653,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cantabria,ES13,2007,2007,22390.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cantabria,ES13,2007,2007,12819428.0,,,
Población a 1 de julio,POB_1_JULIO,Principado de Asturias,ES12,2007,2007,1068.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Principado de Asturias,ES12,2007,2007,3.0909527612,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Principado de Asturias,ES12,2007,2007,21634.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Principado de Asturias,ES12,2007,2007,23105938.0,,,
Población a 1 de julio,POB_1_JULIO,Galicia,ES11,2007,2007,2747.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Galicia,ES11,2007,2007,4.15062848,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Galicia,ES11,2007,2007,20425.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Galicia,ES11,2007,2007,56108957.0,,,
Población a 1 de julio,POB_1_JULIO,España,ES,2007,2007,45236.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,España,ES,2007,2007,3.6047191587,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,España,ES,2007,2007,23776.0,,,
Importe a precios de mercado,GDP_PRODUCTION,España,ES,2007,2007,1075539000.0,,,
Población a 1 de julio,POB_1_JULIO,Resto de España,ES_O,2008,2008,,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Resto de España,ES_O,2008,2008,,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Resto de España,ES_O,2008,2008,,,,
Importe a precios de mercado,GDP_PRODUCTION,Resto de España,ES_O,2008,2008,943032.0,,,
Población a 1 de julio,POB_1_JULIO,Canarias,ES70,2008,2008,2010.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Canarias,ES70,2008,2008,-0.2799461148,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Canarias,ES70,2008,2008,21049.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Canarias,ES70,2008,2008,42308705.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Melilla,ES64,2008,2008,72.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Melilla,ES64,2008,2008,-2.4239121526,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Melilla,ES64,2008,2008,19435.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Melilla,ES64,2008,2008,1403440.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Ceuta,ES63,2008,2008,75.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Ceuta,ES63,2008,2008,-1.8420915168,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Ceuta,ES63,2008,2008,20626.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Ceuta,ES63,2008,2008,1562940.0,,,
Población a 1 de julio,POB_1_JULIO,Región de Murcia,ES62,2008,2008,1431.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Región de Murcia,ES62,2008,2008,1.6188273442,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Región de Murcia,ES62,2008,2008,20327.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Región de Murcia,ES62,2008,2008,29098291.0,,,
Población a 1 de julio,POB_1_JULIO,Andalucía,ES61,2008,2008,8168.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Andalucía,ES61,2008,2008,0.1912443525,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Andalucía,ES61,2008,2008,18513.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Andalucía,ES61,2008,2008,151226849.0,,,
Población a 1 de julio,POB_1_JULIO,Illes Balears / Islas Baleares,ES53,2008,2008,1057.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Illes Balears / Islas Baleares,ES53,2008,2008,1.5506397949,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Illes Balears / Islas Baleares,ES53,2008,2008,26077.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Illes Balears / Islas Baleares,ES53,2008,2008,27574628.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Valenciana,ES52,2008,2008,4959.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Valenciana,ES52,2008,2008,0.6360127229,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Valenciana,ES52,2008,2008,21677.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Valenciana,ES52,2008,2008,107508471.0,,,
Población a 1 de julio,POB_1_JULIO,Cataluña,ES51,2008,2008,7377.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cataluña,ES51,2008,2008,0.3710073961,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cataluña,ES51,2008,2008,28157.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cataluña,ES51,2008,2008,207716061.0,,,
Población a 1 de julio,POB_1_JULIO,Extremadura,ES43,2008,2008,1091.5,,,
