MEDIDAS#es,MEDIDAS_CODE,TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Principado de Asturias,ES12,2017,2017,21939.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Principado de Asturias,ES12,2017,2017,22595763.0,,,
Población a 1 de julio,POB_1_JULIO,Galicia,ES11,2017,2017,2703.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Galicia,ES11,2017,2017,2.5528041454,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Galicia,ES11,2017,2017,22341.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Galicia,ES11,2017,2017,60397896.0,,,
Población a 1 de julio,POB_1_JULIO,España,ES,2017,2017,46532.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,España,ES,2017,2017,2.9757183109,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,España,ES,2017,2017,24982.0,,,
Importe a precios de mercado,GDP_PRODUCTION,España,ES,2017,2017,1162492000.0,,,
Población a 1 de julio,POB_1_JULIO,Resto de España,ES_O,2018,2018,,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Resto de España,ES_O,2018,2018,,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Resto de España,ES_O,2018,2018,,,,
Importe a precios de mercado,GDP_PRODUCTION,Resto de España,ES_O,2018,2018,1091618.0,,,
Población a 1 de julio,POB_1_JULIO,Canarias,ES70,2018,2018,2188.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Canarias,ES70,2018,2018,2.1310520042,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Canarias,ES70,2018,2018,20943.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Canarias,ES70,2018,2018,45829590.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Melilla,ES64,2018,2018,84.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Melilla,ES64,2018,2018,2.2225628348,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Melilla,ES64,2018,2018,18645.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Melilla,ES64,2018,2018,1577931.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Ceuta,ES63,2018,2018,84.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Ceuta,ES63,2018,2018,2.0310420912,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Ceuta,ES63,2018,2018,20253.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Ceuta,ES63,2018,2018,1720445.0,,,
Población a 1 de julio,POB_1_JULIO,Región de Murcia,ES62,2018,2018,1479.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Región de Murcia,ES62,2018,2018,-0.0495760821,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Región de Murcia,ES62,2018,2018,21023.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Región de Murcia,ES62,2018,2018,31094181.0,,,
Población a 1 de julio,POB_1_JULIO,Andalucía,ES61,2018,2018,8406.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Andalucía,ES61,2018,2018,2.5530845377,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Andalucía,ES61,2018,2018,19103.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Andalucía,ES61,2018,2018,160586830.0,,,
Población a 1 de julio,POB_1_JULIO,Illes Balears / Islas Baleares,ES53,2018,2018,1175.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Illes Balears / Islas Baleares,ES53,2018,2018,2.7336730308,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Illes Balears / Islas Baleares,ES53,2018,2018,27847.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Illes Balears / Islas Baleares,ES53,2018,2018,32740793.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Valenciana,ES52,2018,2018,4948.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Valenciana,ES52,2018,2018,2.0650428311,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Valenciana,ES52,2018,2018,22581.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Valenciana,ES52,2018,2018,111743287.0,,,
Población a 1 de julio,POB_1_JULIO,Cataluña,ES51,2018,2018,7516.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cataluña,ES51,2018,2018,2.0424373356,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cataluña,ES51,2018,2018,30479.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cataluña,ES51,2018,2018,229083098.0,,,
Población a 1 de julio,POB_1_JULIO,Extremadura,ES43,2018,2018,1067.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Extremadura,ES43,2018,2018,1.8133909514,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Extremadura,ES43,2018,2018,18829.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Extremadura,ES43,2018,2018,20091410.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla - La Mancha,ES42,2018,2018,2030.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla - La Mancha,ES42,2018,2018,3.1229667989,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla - La Mancha,ES42,2018,2018,20431.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla - La Mancha,ES42,2018,2018,41480976.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla y León,ES41,2018,2018,2410.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla y León,ES41,2018,2018,2.8807760301,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla y León,ES41,2018,2018,24289.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla y León,ES41,2018,2018,58545871.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad de Madrid,ES30,2018,2018,6586.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad de Madrid,ES30,2018,2018,2.7400369831,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad de Madrid,ES30,2018,2018,35135.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad de Madrid,ES30,2018,2018,231423389.0,,,
Población a 1 de julio,POB_1_JULIO,Aragón,ES24,2018,2018,1315.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Aragón,ES24,2018,2018,2.6384248686,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Aragón,ES24,2018,2018,28021.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Aragón,ES24,2018,2018,36867512.0,,,
Población a 1 de julio,POB_1_JULIO,La Rioja,ES23,2018,2018,312.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,La Rioja,ES23,2018,2018,1.9866038522,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,La Rioja,ES23,2018,2018,27511.0,,,
Importe a precios de mercado,GDP_PRODUCTION,La Rioja,ES23,2018,2018,8602306.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Foral de Navarra,ES22,2018,2018,646.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Foral de Navarra,ES22,2018,2018,1.8061152451,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Foral de Navarra,ES22,2018,2018,31051.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Foral de Navarra,ES22,2018,2018,20063495.0,,,
Población a 1 de julio,POB_1_JULIO,País Vasco,ES21,2018,2018,2172.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,País Vasco,ES21,2018,2018,1.9461827586,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,País Vasco,ES21,2018,2018,33109.0,,,
Importe a precios de mercado,GDP_PRODUCTION,País Vasco,ES21,2018,2018,71921485.0,,,
Población a 1 de julio,POB_1_JULIO,Cantabria,ES13,2018,2018,581.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cantabria,ES13,2018,2018,2.0620754374,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cantabria,ES13,2018,2018,23657.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cantabria,ES13,2018,2018,13743992.0,,,
Población a 1 de julio,POB_1_JULIO,Principado de Asturias,ES12,2018,2018,1024.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Principado de Asturias,ES12,2018,2018,1.4648100177,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Principado de Asturias,ES12,2018,2018,22677.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Principado de Asturias,ES12,2018,2018,23225369.0,,,
Población a 1 de julio,POB_1_JULIO,Galicia,ES11,2018,2018,2699.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Galicia,ES11,2018,2018,2.0506442807,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Galicia,ES11,2018,2018,23129.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Galicia,ES11,2018,2018,62425422.0,,,
Población a 1 de julio,POB_1_JULIO,España,ES,2018,2018,46728.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,España,ES,2018,2018,2.2844888395,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,España,ES,2018,2018,25763.0,,,
Importe a precios de mercado,GDP_PRODUCTION,España,ES,2018,2018,1203859000.0,,,
Población a 1 de julio,POB_1_JULIO,Resto de España,ES_O,2019,2019,,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Resto de España,ES_O,2019,2019,,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Resto de España,ES_O,2019,2019,,,,
Importe a precios de mercado,GDP_PRODUCTION,Resto de España,ES_O,2019,2019,1128974.0,,,
Población a 1 de julio,POB_1_JULIO,Canarias,ES70,2019,2019,2220.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Canarias,ES70,2019,2019,1.7557368504,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Canarias,ES70,2019,2019,21251.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Canarias,ES70,2019,2019,47182560.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Melilla,ES64,2019,2019,84.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Melilla,ES64,2019,2019,1.5580529187,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Melilla,ES64,2019,2019,19255.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Melilla,ES64,2019,2019,1625086.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Ceuta,ES63,2019,2019,84.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Ceuta,ES63,2019,2019,1.129010227,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Ceuta,ES63,2019,2019,21013.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Ceuta,ES63,2019,2019,1774927.0,,,
Población a 1 de julio,POB_1_JULIO,Región de Murcia,ES62,2019,2019,1495.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Región de Murcia,ES62,2019,2019,2.2830863434,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Región de Murcia,ES62,2019,2019,21617.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Región de Murcia,ES62,2019,2019,32319250.0,,,
Población a 1 de julio,POB_1_JULIO,Andalucía,ES61,2019,2019,8448.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Andalucía,ES61,2019,2019,1.7755185777,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Andalucía,ES61,2019,2019,19522.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Andalucía,ES61,2019,2019,164929489.0,,,
Población a 1 de julio,POB_1_JULIO,Illes Balears / Islas Baleares,ES53,2019,2019,1198.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Illes Balears / Islas Baleares,ES53,2019,2019,2.0242484658,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Illes Balears / Islas Baleares,ES53,2019,2019,28325.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Illes Balears / Islas Baleares,ES53,2019,2019,33935302.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Valenciana,ES52,2019,2019,4999.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Valenciana,ES52,2019,2019,1.9828949546,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Valenciana,ES52,2019,2019,23123.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Valenciana,ES52,2019,2019,115606552.0,,,
Población a 1 de julio,POB_1_JULIO,Cataluña,ES51,2019,2019,7610.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cataluña,ES51,2019,2019,2.2407161614,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cataluña,ES51,2019,2019,31314.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cataluña,ES51,2019,2019,238308749.0,,,
Población a 1 de julio,POB_1_JULIO,Extremadura,ES43,2019,2019,1062.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Extremadura,ES43,2019,2019,1.660012911,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Extremadura,ES43,2019,2019,19268.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Extremadura,ES43,2019,2019,20478928.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla - La Mancha,ES42,2019,2019,2038.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla - La Mancha,ES42,2019,2019,0.6596421454,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla - La Mancha,ES42,2019,2019,20797.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla - La Mancha,ES42,2019,2019,42398854.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla y León,ES41,2019,2019,2402.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla y León,ES41,2019,2019,0.5688069787,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla y León,ES41,2019,2019,24888.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla y León,ES41,2019,2019,59798553.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad de Madrid,ES30,2019,2019,6686.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad de Madrid,ES30,2019,2019,3.0976436872,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad de Madrid,ES30,2019,2019,36206.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad de Madrid,ES30,2019,2019,242093235.0,,,
Población a 1 de julio,POB_1_JULIO,Aragón,ES24,2019,2019,1324.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Aragón,ES24,2019,2019,0.9327941631,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Aragón,ES24,2019,2019,28732.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Aragón,ES24,2019,2019,38049621.0,,,
Población a 1 de julio,POB_1_JULIO,La Rioja,ES23,2019,2019,314.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,La Rioja,ES23,2019,2019,1.1818342663,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,La Rioja,ES23,2019,2019,28057.0,,,
Importe a precios de mercado,GDP_PRODUCTION,La Rioja,ES23,2019,2019,8822400.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Foral de Navarra,ES22,2019,2019,652.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Foral de Navarra,ES22,2019,2019,2.2500616169,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Foral de Navarra,ES22,2019,2019,31987.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Foral de Navarra,ES22,2019,2019,20873397.0,,,
Población a 1 de julio,POB_1_JULIO,País Vasco,ES21,2019,2019,2181.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,País Vasco,ES21,2019,2019,1.5355828651,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,País Vasco,ES21,2019,2019,33949.0,,,
Importe a precios de mercado,GDP_PRODUCTION,País Vasco,ES21,2019,2019,74074980.0,,,
Población a 1 de julio,POB_1_JULIO,Cantabria,ES13,2019,2019,581.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cantabria,ES13,2019,2019,1.3410368691,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cantabria,ES13,2019,2019,24371.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cantabria,ES13,2019,2019,14180759.0,,,
Población a 1 de julio,POB_1_JULIO,Principado de Asturias,ES12,2019,2019,1020.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Principado de Asturias,ES12,2019,2019,1.3053613917,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Principado de Asturias,ES12,2019,2019,23245.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Principado de Asturias,ES12,2019,2019,23711269.0,,,
Población a 1 de julio,POB_1_JULIO,Galicia,ES11,2019,2019,2698.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Galicia,ES11,2019,2019,1.3898600477,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Galicia,ES11,2019,2019,23795.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Galicia,ES11,2019,2019,64220115.0,,,
Población a 1 de julio,POB_1_JULIO,España,ES,2019,2019,47105.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,España,ES,2019,2019,1.9839532703,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,España,ES,2019,2019,26441.0,,,
Importe a precios de mercado,GDP_PRODUCTION,España,ES,2019,2019,1245513000.0,,,
Población a 1 de julio,POB_1_JULIO,Resto de España,ES_O,2020,2020,,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Resto de España,ES_O,2020,2020,,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Resto de España,ES_O,2020,2020,,,,
Importe a precios de mercado,GDP_PRODUCTION,Resto de España,ES_O,2020,2020,1144135.0,,,
Población a 1 de julio,POB_1_JULIO,Canarias,ES70,2020,2020,2180.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Canarias,ES70,2020,2020,-19.0100134456,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Canarias,ES70,2020,2020,17717.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Canarias,ES70,2020,2020,38630124.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Melilla,ES64,2020,2020,86.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Melilla,ES64,2020,2020,-9.1659764468,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Melilla,ES64,2020,2020,17492.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Melilla,ES64,2020,2020,1514009.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Ceuta,ES63,2020,2020,84.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Ceuta,ES63,2020,2020,-8.8214332195,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Ceuta,ES63,2020,2020,19598.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Ceuta,ES63,2020,2020,1655168.0,,,
Población a 1 de julio,POB_1_JULIO,Región de Murcia,ES62,2020,2020,1513.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Región de Murcia,ES62,2020,2020,-8.9926963033,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Región de Murcia,ES62,2020,2020,19669.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Región de Murcia,ES62,2020,2020,29775480.0,,,
Población a 1 de julio,POB_1_JULIO,Andalucía,ES61,2020,2020,8465.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Andalucía,ES61,2020,2020,-10.9125124374,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Andalucía,ES61,2020,2020,17574.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Andalucía,ES61,2020,2020,148779089.0,,,
Población a 1 de julio,POB_1_JULIO,Illes Balears / Islas Baleares,ES53,2020,2020,1179.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Illes Balears / Islas Baleares,ES53,2020,2020,-23.1062920849,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Illes Balears / Islas Baleares,ES53,2020,2020,22211.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Illes Balears / Islas Baleares,ES53,2020,2020,26198090.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Valenciana,ES52,2020,2020,5055.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Valenciana,ES52,2020,2020,-10.8373485614,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Valenciana,ES52,2020,2020,20720.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Valenciana,ES52,2020,2020,104753698.0,,,
Población a 1 de julio,POB_1_JULIO,Cataluña,ES51,2020,2020,7729.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cataluña,ES51,2020,2020,-12.1819270681,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cataluña,ES51,2020,2020,27505.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cataluña,ES51,2020,2020,212611443.0,,,
Población a 1 de julio,POB_1_JULIO,Extremadura,ES43,2020,2020,1062.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Extremadura,ES43,2020,2020,-9.3587418248,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Extremadura,ES43,2020,2020,17733.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Extremadura,ES43,2020,2020,18840240.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla - La Mancha,ES42,2020,2020,2045.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla - La Mancha,ES42,2020,2020,-7.790703494,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla - La Mancha,ES42,2020,2020,19232.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla - La Mancha,ES42,2020,2020,39346603.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla y León,ES41,2020,2020,2389.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla y León,ES41,2020,2020,-8.7297747823,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla y León,ES41,2020,2020,22952.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla y León,ES41,2020,2020,54836565.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad de Madrid,ES30,2020,2020,6728.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad de Madrid,ES30,2020,2020,-10.4174022046,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad de Madrid,ES30,2020,2020,32551.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad de Madrid,ES30,2020,2020,219030504.0,,,
Población a 1 de julio,POB_1_JULIO,Aragón,ES24,2020,2020,1331.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Aragón,ES24,2020,2020,-8.5643796557,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Aragón,ES24,2020,2020,26677.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Aragón,ES24,2020,2020,35521579.0,,,
Población a 1 de julio,POB_1_JULIO,La Rioja,ES23,2020,2020,319.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,La Rioja,ES23,2020,2020,-8.8762014871,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,La Rioja,ES23,2020,2020,25400.0,,,
Importe a precios de mercado,GDP_PRODUCTION,La Rioja,ES23,2020,2020,8105603.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Foral de Navarra,ES22,2020,2020,661.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Foral de Navarra,ES22,2020,2020,-10.2930778349,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Foral de Navarra,ES22,2020,2020,28649.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Foral de Navarra,ES22,2020,2020,18937439.0,,,
